geneID,x,y,MIDCount,ExonCount,label
Gene017,890.0,999.6,1,1,47.0
Gene021,862.1,1003.0,1,1,47.0
Gene002,871.0,1003.2,1,1,47.0
Gene017,879.6,987.4,1,1,47.0
Gene023,863.6,1004.1,1,1,47.0
Gene034,847.1,1036.1,1,1,47.0
Gene007,886.9,1007.6,1,1,47.0
Gene047,888.0,1006.1,1,1,47.0
Gene016,873.9,1009.6,1,1,47.0
Gene029,876.2,1018.8,1,1,47.0
Gene052,874.6,1019.8,1,1,47.0
Gene008,899.2,1013.0,1,1,47.0
Gene029,876.5,986.3,1,1,47.0
Gene021,866.5,988.1,1,1,47.0
Gene026,873.0,1017.2,1,1,47.0
Gene020,851.1,1008.7,1,1,47.0
Gene025,850.0,997.0,1,1,47.0
Gene025,884.4,995.6,1,1,47.0
Gene020,893.0,1005.9,1,1,34.0
Gene018,871.3,1003.3,1,1,274.0
Gene024,872.9,1007.9,1,1,47.0
Gene026,856.3,1001.5,1,1,47.0
Gene057,864.0,1004.9,1,1,47.0
Gene023,863.6,1004.6,1,1,47.0
Gene011,901.1,1031.9,1,1,47.0
Gene025,869.7,1004.9,1,1,47.0
Gene022,885.0,996.6,1,1,47.0
Gene028,875.4,995.0,1,1,47.0
Gene054,885.2,990.3,1,1,47.0
Gene037,904.3,989.7,1,1,47.0
Gene022,874.7,1024.6,1,1,47.0
Gene018,881.0,970.8,1,1,47.0
Gene027,885.5,1004.5,1,1,47.0
Gene020,882.5,979.1,1,1,47.0
Gene034,908.1,980.7,1,1,47.0
Gene025,893.4,986.8,1,1,47.0
Gene008,857.7,1016.0,1,1,47.0
Gene026,865.4,1033.4,1,1,47.0
Gene028,895.8,1010.5,1,1,47.0
Gene023,867.9,997.8,1,1,47.0
Gene042,881.2,1009.0,1,1,47.0
Gene015,868.6,1004.6,1,1,47.0
Gene003,878.0,1018.4,1,1,47.0
Gene022,865.0,1003.1,1,1,47.0
Gene028,887.4,1011.8,1,1,47.0
Gene051,836.5,1013.6,1,1,47.0
Gene029,867.6,1019.1,1,1,47.0
Gene021,869.3,988.7,1,1,47.0
Gene046,917.6,989.7,1,1,47.0
Gene021,854.6,1004.7,1,1,47.0
Gene022,886.9,1011.1,1,1,47.0
Gene027,877.4,988.4,1,1,47.0
Gene043,904.6,979.4,1,1,47.0
Gene027,878.9,981.9,1,1,47.0
Gene025,878.4,1003.7,1,1,47.0
Gene028,881.6,988.8,1,1,47.0
Gene021,862.5,972.9,1,1,47.0
Gene022,862.6,987.5,1,1,47.0
Gene029,869.0,988.5,1,1,47.0
Gene009,878.6,1003.9,1,1,47.0
Gene024,886.0,1017.0,1,1,47.0
Gene042,868.2,1017.0,1,1,47.0
Gene027,883.9,981.4,1,1,47.0
Gene010,894.8,990.1,1,1,47.0
Gene029,873.5,1023.5,1,1,47.0
Gene020,867.9,1018.0,1,1,47.0
Gene045,865.9,995.8,1,1,47.0
Gene009,891.4,999.6,1,1,47.0
Gene028,890.2,1025.3,1,1,47.0
Gene029,884.6,1012.3,1,1,47.0
Gene021,866.2,994.7,1,1,47.0
Gene022,877.3,1011.2,1,1,47.0
Gene038,854.8,997.3,1,1,47.0
Gene022,875.4,1016.5,1,1,47.0
Gene018,873.1,989.3,1,1,160.0
Gene027,876.3,991.9,1,1,47.0
Gene026,865.6,1009.3,1,1,47.0
Gene056,908.7,1034.3,1,1,47.0
Gene028,856.0,1038.1,1,1,47.0
Gene016,852.8,997.3,1,1,47.0
Gene028,865.9,1022.5,1,1,47.0
Gene044,868.2,1017.7,1,1,47.0
Gene014,868.2,1001.2,1,1,47.0
Gene006,865.6,1001.0,1,1,47.0
Gene005,865.5,1035.0,1,1,167.0
Gene017,897.5,1019.7,1,1,47.0
Gene022,910.3,1001.7,1,1,47.0
Gene015,863.9,992.0,1,1,47.0
Gene016,852.8,999.3,1,1,47.0
Gene020,878.8,988.9,1,1,47.0
Gene021,878.0,1005.6,1,1,47.0
Gene028,865.3,986.5,1,1,47.0
Gene029,877.2,1001.6,1,1,47.0
Gene026,862.5,980.8,1,1,47.0
Gene054,898.2,1015.8,1,1,47.0
Gene039,868.6,992.8,1,1,47.0
Gene012,885.0,995.7,1,1,47.0
Gene027,878.7,971.1,1,1,47.0
Gene058,878.1,1016.1,1,1,47.0
Gene028,891.1,1010.7,1,1,47.0
Gene025,886.5,1008.5,1,1,47.0
Gene025,876.2,999.5,1,1,47.0
Gene008,848.0,989.1,1,1,47.0
Gene008,879.5,975.2,1,1,47.0
Gene006,891.7,1015.8,1,1,47.0
Gene047,856.8,1015.9,1,1,47.0
Gene029,869.9,1026.4,1,1,47.0
Gene026,865.3,1020.4,1,1,47.0
Gene027,855.9,987.1,1,1,47.0
Gene046,842.9,1006.2,1,1,47.0
Gene028,857.3,1024.0,1,1,47.0
Gene021,852.0,1013.5,1,1,47.0
Gene034,884.1,992.8,1,1,47.0
Gene023,873.6,1035.6,1,1,47.0
Gene022,868.0,1018.3,1,1,47.0
Gene034,887.3,1008.4,1,1,47.0
Gene048,847.1,995.7,1,1,47.0
Gene023,878.9,1018.5,1,1,47.0
Gene023,863.5,975.7,1,1,47.0
Gene057,850.1,1003.3,1,1,47.0
Gene022,861.8,1012.7,1,1,47.0
Gene022,881.3,998.0,1,1,47.0
Gene027,852.5,1003.3,1,1,47.0
Gene016,879.5,1003.3,1,1,47.0
Gene023,884.1,993.7,1,1,47.0
Gene020,884.3,1013.2,1,1,47.0
Gene021,873.0,1002.0,1,1,47.0
Gene029,864.7,997.0,1,1,47.0
Gene020,862.4,1020.2,1,1,47.0
Gene022,876.4,985.2,1,1,47.0
Gene021,871.4,1022.4,1,1,47.0
Gene025,897.0,1021.2,1,1,47.0
Gene023,856.0,1013.8,1,1,47.0
Gene043,855.3,1029.9,1,1,47.0
Gene027,903.2,985.0,1,1,47.0
Gene027,878.3,984.1,1,1,47.0
Gene027,877.3,993.8,1,1,47.0
Gene006,859.1,1017.4,1,1,47.0
Gene024,876.6,1017.5,1,1,47.0
Gene026,881.6,987.6,1,1,47.0
Gene025,864.4,1018.5,1,1,47.0
Gene011,890.5,997.2,1,1,47.0
Gene033,905.4,1012.3,1,1,47.0
Gene026,899.2,1012.0,1,1,47.0
Gene042,894.5,995.7,1,1,47.0
Gene011,873.9,980.0,1,1,47.0
Gene028,877.8,985.1,1,1,47.0
Gene033,879.2,996.3,1,1,47.0
Gene027,859.7,997.6,1,1,47.0
Gene024,866.4,986.5,1,1,47.0
Gene005,897.3,988.9,1,1,47.0
Gene033,891.5,1023.1,1,1,47.0
Gene029,887.6,996.6,1,1,47.0
Gene028,862.8,984.1,1,1,47.0
Gene024,856.0,984.3,1,1,47.0
Gene045,865.8,1005.5,1,1,47.0
Gene014,887.0,984.6,1,1,47.0
Gene044,887.1,989.2,1,1,47.0
Gene027,910.1,1022.0,1,1,47.0
Gene029,903.7,1008.5,1,1,47.0
Gene028,861.4,980.9,1,1,47.0
Gene013,876.4,980.5,1,1,47.0
Gene028,883.9,1012.9,1,1,47.0
Gene029,861.9,1019.5,1,1,47.0
Gene012,875.9,1007.9,1,1,47.0
Gene053,883.4,991.1,1,1,47.0
Gene022,873.3,988.2,1,1,47.0
Gene026,881.6,991.3,1,1,47.0
Gene025,893.4,1018.2,1,1,47.0
Gene008,864.5,1001.7,1,1,47.0
Gene039,872.8,1022.9,1,1,265.0
Gene028,881.5,1006.6,1,1,47.0
Gene033,907.3,1005.2,1,1,47.0
Gene027,877.7,1003.3,1,1,47.0
Gene028,880.4,987.2,1,1,47.0
Gene026,895.3,988.7,1,1,47.0
Gene003,852.7,1017.2,1,1,47.0
Gene021,892.7,1004.7,1,1,47.0
Gene024,864.2,971.5,1,1,47.0
Gene030,886.7,990.0,1,1,47.0
Gene024,879.6,995.6,1,1,47.0
Gene024,887.0,993.2,1,1,47.0
Gene037,879.7,996.7,1,1,47.0
Gene004,869.9,990.0,1,1,47.0
Gene020,891.7,975.9,1,1,47.0
Gene022,884.7,988.7,1,1,47.0
Gene000,868.3,1017.8,1,1,47.0
Gene022,854.5,1017.6,1,1,47.0
Gene022,867.2,1015.6,1,1,47.0
Gene022,886.5,1018.4,1,1,47.0
Gene058,869.1,1007.9,1,1,47.0
Gene053,864.9,1005.1,1,1,47.0
Gene057,868.8,1015.1,1,1,47.0
Gene029,915.8,1017.2,1,1,47.0
Gene002,859.4,1002.7,1,1,47.0
Gene044,872.1,982.4,1,1,47.0
Gene020,858.7,1010.5,1,1,47.0
Gene048,854.1,1034.7,1,1,47.0
Gene025,849.3,1000.8,1,1,47.0
Gene004,554.1,788.4,1,1,48.0
Gene050,537.7,783.7,1,1,48.0
Gene059,576.7,753.3,1,1,48.0
Gene005,559.1,802.3,1,1,48.0
Gene004,558.5,785.9,1,1,48.0
Gene003,559.0,765.0,1,1,48.0
Gene005,528.4,762.4,1,1,48.0
Gene044,549.3,781.5,1,1,48.0
Gene011,541.5,789.5,1,1,48.0
Gene004,565.7,768.6,1,1,48.0
Gene016,546.6,741.6,1,1,48.0
Gene003,547.7,777.5,1,1,48.0
Gene001,580.2,767.3,1,1,48.0
Gene008,569.3,787.9,1,1,28.0
Gene003,558.2,788.0,1,1,48.0
Gene034,564.1,777.5,1,1,48.0
Gene003,564.9,747.2,1,1,48.0
Gene009,552.5,779.4,1,1,48.0
Gene036,573.2,785.9,1,1,48.0
Gene003,546.4,768.6,1,1,48.0
Gene015,540.8,791.2,1,1,48.0
Gene006,541.6,776.3,1,1,48.0
Gene013,524.3,763.7,1,1,48.0
Gene003,540.1,799.6,1,1,48.0
Gene018,551.4,765.8,1,1,48.0
Gene004,547.8,812.0,1,1,48.0
Gene008,548.1,791.4,1,1,48.0
Gene003,537.9,771.5,1,1,48.0
Gene020,541.5,768.0,1,1,48.0
Gene011,576.0,768.9,1,1,48.0
Gene002,559.9,762.8,1,1,48.0
Gene000,542.4,772.1,1,1,48.0
Gene050,558.1,775.6,1,1,48.0
Gene006,532.9,766.1,1,1,48.0
Gene004,551.1,762.7,1,1,48.0
Gene030,561.0,758.2,1,1,48.0
Gene007,530.8,780.0,1,1,48.0
Gene005,576.9,806.2,1,1,93.0
Gene033,570.3,766.9,1,1,48.0
Gene005,559.6,746.8,1,1,48.0
Gene009,540.1,812.7,1,1,48.0
Gene043,560.7,780.4,1,1,48.0
Gene003,551.0,781.9,1,1,48.0
Gene004,552.8,752.9,1,1,48.0
Gene008,584.6,777.2,1,1,48.0
Gene050,546.1,766.3,1,1,48.0
Gene001,537.9,777.3,1,1,48.0
Gene001,555.7,759.2,1,1,15.0
Gene050,549.5,759.5,1,1,48.0
Gene011,578.5,794.7,1,1,48.0
Gene001,542.5,778.0,1,1,48.0
Gene047,555.3,760.9,1,1,48.0
Gene029,570.2,783.4,1,1,48.0
Gene037,534.4,769.4,1,1,48.0
Gene000,548.1,765.3,1,1,48.0
Gene035,535.3,763.2,1,1,48.0
Gene002,529.2,793.2,1,1,48.0
Gene007,552.0,749.8,1,1,48.0
Gene004,537.8,775.8,1,1,48.0
Gene057,554.9,790.7,1,1,48.0
Gene002,554.0,795.8,1,1,48.0
Gene056,562.2,781.5,1,1,48.0
Gene042,546.4,808.4,1,1,62.0
Gene001,558.6,776.6,1,1,48.0
Gene003,553.9,783.4,1,1,192.0
Gene007,561.8,779.2,1,1,48.0
Gene018,525.3,783.1,1,1,48.0
Gene051,531.2,786.1,1,1,48.0
Gene036,564.8,782.0,1,1,48.0
Gene004,552.5,768.4,1,1,48.0
Gene053,537.7,752.6,1,1,48.0
Gene007,559.5,789.5,1,1,48.0
Gene051,542.8,787.0,1,1,48.0
Gene003,559.2,777.1,1,1,48.0
Gene052,527.0,783.7,1,1,48.0
Gene051,549.9,803.4,1,1,48.0
Gene002,555.5,769.0,1,1,48.0
Gene037,573.8,776.9,1,1,48.0
Gene001,545.2,770.7,1,1,48.0
Gene002,550.2,781.5,1,1,48.0
Gene009,544.4,773.5,1,1,208.0
Gene019,538.1,763.7,1,1,19.0
Gene001,551.4,770.1,1,1,48.0
Gene003,554.5,771.3,1,1,48.0
Gene009,534.6,769.1,1,1,48.0
Gene002,552.4,795.5,1,1,48.0
Gene048,551.3,760.5,1,1,48.0
Gene005,551.4,750.7,1,1,278.0
Gene009,557.5,747.6,1,1,48.0
Gene017,571.8,783.1,1,1,48.0
Gene008,558.6,783.9,1,1,48.0
Gene001,541.7,782.5,1,1,48.0
Gene009,566.7,780.8,1,1,48.0
Gene005,541.6,793.6,1,1,82.0
Gene004,563.4,772.6,1,1,48.0
Gene003,572.8,790.7,1,1,48.0
Gene016,553.5,756.9,1,1,48.0
Gene006,565.4,760.3,1,1,48.0
Gene054,553.9,754.9,1,1,48.0
Gene008,531.9,782.1,1,1,48.0
Gene006,514.4,784.8,1,1,48.0
Gene000,578.6,782.3,1,1,48.0
Gene042,545.7,762.2,1,1,48.0
Gene000,540.0,790.0,1,1,48.0
Gene006,552.9,773.5,1,1,48.0
Gene014,569.8,776.1,1,1,48.0
Gene000,546.0,758.6,1,1,48.0
Gene005,562.3,758.5,1,1,48.0
Gene035,552.2,773.4,1,1,48.0
Gene045,564.6,798.8,1,1,48.0
Gene004,576.4,776.5,1,1,48.0
Gene002,537.3,749.1,1,1,48.0
Gene003,581.5,788.8,1,1,48.0
Gene047,546.8,792.7,1,1,48.0
Gene006,540.2,785.9,1,1,48.0
Gene009,540.8,759.6,1,1,48.0
Gene057,547.3,776.2,1,1,48.0
Gene006,565.7,772.8,1,1,48.0
Gene014,577.2,777.0,1,1,48.0
Gene006,550.7,758.3,1,1,48.0
Gene006,551.0,789.0,1,1,48.0
Gene049,540.9,772.5,1,1,48.0
Gene008,545.3,788.8,1,1,48.0
Gene006,573.9,768.9,1,1,48.0
Gene011,555.4,779.4,1,1,48.0
Gene037,528.4,789.6,1,1,48.0
Gene008,546.0,780.1,1,1,48.0
Gene007,536.3,786.7,1,1,48.0
Gene049,528.0,789.7,1,1,48.0
Gene044,571.2,775.8,1,1,48.0
Gene001,533.7,795.8,1,1,48.0
Gene002,545.4,767.9,1,1,48.0
Gene001,582.9,763.3,1,1,48.0
Gene007,543.1,774.7,1,1,48.0
Gene048,551.4,759.9,1,1,48.0
Gene004,577.1,753.2,1,1,48.0
Gene005,540.9,779.4,1,1,48.0
Gene003,554.4,764.8,1,1,48.0
Gene001,535.6,773.0,1,1,48.0
Gene000,537.2,778.1,1,1,48.0
Gene009,533.2,769.7,1,1,48.0
Gene008,565.3,780.5,1,1,48.0
Gene003,566.2,792.9,1,1,48.0
Gene029,562.0,776.2,1,1,48.0
Gene018,550.5,762.7,1,1,48.0
Gene000,581.2,800.9,1,1,48.0
Gene003,521.7,797.1,1,1,48.0
Gene009,538.9,760.4,1,1,48.0
Gene016,545.0,766.6,1,1,48.0
Gene006,541.0,758.3,1,1,48.0
Gene049,579.0,787.0,1,1,48.0
Gene025,572.7,778.6,1,1,48.0
Gene005,544.7,778.4,1,1,48.0
Gene050,507.2,753.9,1,1,48.0
Gene005,525.3,768.1,1,1,48.0
Gene027,579.1,781.6,1,1,48.0
Gene050,561.8,791.4,1,1,48.0
Gene015,551.7,771.0,1,1,48.0
Gene006,520.7,767.3,1,1,48.0
Gene014,540.6,771.4,1,1,48.0
Gene009,559.9,764.8,1,1,48.0
Gene001,560.2,782.7,1,1,48.0
Gene030,561.1,767.0,1,1,48.0
Gene057,582.5,777.9,1,1,48.0
Gene027,544.6,800.0,1,1,48.0
Gene018,569.3,784.2,1,1,48.0
Gene007,551.5,773.7,1,1,48.0
Gene001,552.5,789.3,1,1,113.0
Gene053,544.9,794.3,1,1,48.0
Gene039,543.4,784.0,1,1,48.0
Gene003,561.8,774.4,1,1,48.0
Gene006,561.2,784.5,1,1,48.0
Gene025,540.3,766.1,1,1,48.0
Gene008,551.9,797.6,1,1,48.0
Gene050,576.9,764.3,1,1,161.0
Gene054,554.5,794.4,1,1,48.0
Gene012,553.3,795.6,1,1,48.0
Gene007,545.9,766.8,1,1,48.0
Gene051,545.7,772.9,1,1,48.0
Gene003,552.2,737.3,1,1,48.0
Gene005,534.4,774.7,1,1,48.0
Gene004,544.5,800.7,1,1,48.0
Gene006,551.0,770.1,1,1,48.0
Gene000,557.9,800.5,1,1,48.0
Gene001,527.0,772.5,1,1,48.0
Gene015,545.7,775.4,1,1,48.0
Gene031,566.4,780.9,1,1,48.0
Gene002,560.0,788.9,1,1,48.0
Gene008,543.4,758.3,1,1,48.0
Gene029,547.0,774.6,1,1,48.0
Gene007,543.7,769.8,1,1,48.0
Gene011,547.1,779.0,1,1,48.0
Gene034,556.3,791.5,1,1,48.0
Gene009,554.1,772.6,1,1,48.0
Gene006,548.0,776.4,1,1,48.0
Gene004,550.5,780.9,1,1,48.0
Gene006,564.1,767.5,1,1,48.0
Gene036,561.6,755.1,1,1,48.0
Gene005,558.8,790.5,1,1,48.0
Gene000,537.6,791.0,1,1,48.0
Gene053,553.6,778.3,1,1,48.0
Gene025,552.6,784.4,1,1,48.0
Gene045,534.9,778.1,1,1,48.0
Gene004,533.3,767.8,1,1,48.0
Gene012,557.5,753.2,1,1,48.0
Gene015,561.4,784.3,1,1,48.0
Gene036,538.1,766.8,1,1,48.0
Gene028,541.5,774.5,1,1,48.0
Gene009,570.2,803.9,1,1,175.0
Gene039,545.7,766.5,1,1,48.0
Gene041,541.3,776.9,1,1,69.0
Gene000,549.2,784.6,1,1,48.0
Gene001,574.6,760.8,1,1,48.0
Gene021,552.7,744.7,1,1,48.0
Gene003,542.3,767.9,1,1,48.0
Gene050,530.1,787.7,1,1,48.0
Gene006,538.8,776.3,1,1,48.0
Gene014,550.1,782.1,1,1,48.0
Gene003,540.8,751.4,1,1,48.0
Gene003,569.5,774.8,1,1,48.0
Gene003,542.7,797.0,1,1,48.0
Gene006,525.6,780.0,1,1,48.0
Gene007,524.1,781.8,1,1,48.0
Gene005,556.3,761.0,1,1,48.0
Gene024,535.8,775.5,1,1,48.0
Gene023,552.6,780.1,1,1,48.0
Gene005,547.4,773.9,1,1,48.0
Gene000,552.6,786.0,1,1,48.0
Gene004,580.6,774.3,1,1,48.0
Gene057,560.3,771.6,1,1,48.0
Gene004,544.2,803.1,1,1,48.0
Gene056,547.4,801.1,1,1,48.0
Gene031,561.8,794.2,1,1,48.0
Gene000,535.0,756.2,1,1,48.0
Gene001,577.2,771.9,1,1,48.0
Gene022,544.2,775.2,1,1,180.0
Gene004,550.9,753.1,1,1,48.0
Gene008,571.3,774.8,1,1,48.0
Gene000,563.3,802.5,1,1,48.0
Gene002,557.9,763.1,1,1,48.0
Gene020,560.3,771.6,1,1,48.0
Gene010,553.0,778.7,1,1,48.0
Gene002,552.0,761.3,1,1,48.0
Gene026,525.4,784.1,1,1,48.0
Gene015,539.5,782.9,1,1,48.0
Gene059,541.6,771.1,1,1,48.0
Gene006,566.4,754.7,1,1,49.0
Gene059,542.7,779.5,1,1,48.0
Gene000,553.8,766.5,1,1,48.0
Gene045,546.8,753.1,1,1,48.0
Gene000,573.9,763.4,1,1,48.0
Gene045,557.9,758.6,1,1,48.0
Gene050,541.9,765.3,1,1,48.0
Gene004,537.6,762.9,1,1,48.0
Gene006,558.7,769.8,1,1,48.0
Gene009,529.8,790.6,1,1,48.0
Gene003,561.3,778.5,1,1,48.0
Gene049,555.3,778.5,1,1,48.0
Gene003,536.5,787.5,1,1,48.0
Gene054,554.5,777.2,1,1,48.0
Gene006,557.7,778.2,1,1,101.0
Gene008,538.4,787.0,1,1,48.0
Gene047,538.3,755.4,1,1,48.0
Gene007,564.9,765.7,1,1,253.0
Gene008,549.7,793.4,1,1,48.0
Gene024,1133.7,1307.0,1,1,49.0
Gene010,1134.5,1333.4,1,1,49.0
Gene020,1111.4,1323.6,1,1,49.0
Gene042,1124.7,1285.4,1,1,49.0
Gene012,1102.7,1315.1,1,1,49.0
Gene021,1104.6,1325.7,1,1,49.0
Gene022,1100.5,1312.0,1,1,49.0
Gene051,1104.2,1324.4,1,1,49.0
Gene016,1125.9,1312.6,1,1,49.0
Gene006,1121.9,1333.5,1,1,222.0
Gene001,1114.7,1326.3,1,1,49.0
Gene010,1132.6,1301.7,1,1,49.0
Gene042,1100.5,1294.1,1,1,49.0
Gene030,1121.6,1314.7,1,1,223.0
Gene010,1140.7,1309.8,1,1,49.0
Gene012,1126.3,1316.0,1,1,49.0
Gene024,1102.4,1310.7,1,1,49.0
Gene026,1137.0,1286.9,1,1,49.0
Gene011,1134.5,1310.4,1,1,49.0
Gene014,1116.0,1306.5,1,1,49.0
Gene019,1122.3,1318.0,1,1,49.0
Gene019,1116.5,1310.8,1,1,49.0
Gene017,1072.6,1316.3,1,1,49.0
Gene032,1116.0,1321.5,1,1,49.0
Gene017,1132.8,1314.1,1,1,49.0
Gene059,1124.2,1322.1,1,1,49.0
Gene018,1128.6,1335.0,1,1,49.0
Gene051,1134.1,1321.0,1,1,49.0
Gene013,1106.3,1338.7,1,1,49.0
Gene049,1129.2,1336.4,1,1,49.0
Gene058,1103.6,1301.9,1,1,49.0
Gene055,1096.3,1322.0,1,1,49.0
Gene048,1111.6,1338.1,1,1,49.0
Gene012,1108.7,1322.8,1,1,49.0
Gene012,1128.4,1315.3,1,1,213.0
Gene015,1125.2,1320.1,1,1,49.0
Gene014,1116.3,1323.8,1,1,49.0
Gene005,1104.1,1330.7,1,1,233.0
Gene022,1124.1,1332.6,1,1,49.0
Gene013,1093.4,1317.9,1,1,49.0
Gene029,1112.2,1313.8,1,1,49.0
Gene011,1095.1,1305.1,1,1,252.0
Gene049,1113.5,1322.4,1,1,49.0
Gene033,1109.1,1296.7,1,1,49.0
Gene019,1114.0,1307.6,1,1,49.0
Gene010,1110.6,1316.9,1,1,49.0
Gene021,1125.3,1303.0,1,1,49.0
Gene016,1123.9,1330.7,1,1,49.0
Gene028,1114.6,1325.4,1,1,49.0
Gene009,1108.9,1307.9,1,1,49.0
Gene021,1114.3,1299.6,1,1,49.0
Gene013,1108.0,1301.7,1,1,49.0
Gene049,1112.7,1315.5,1,1,49.0
Gene013,1130.5,1311.1,1,1,49.0
Gene047,1111.6,1327.6,1,1,49.0
Gene012,1127.2,1305.4,1,1,49.0
Gene012,1105.3,1308.1,1,1,49.0
Gene019,1118.7,1318.5,1,1,69.0
Gene015,1091.0,1314.6,1,1,49.0
Gene012,1111.0,1327.1,1,1,168.0
Gene015,1108.7,1294.7,1,1,49.0
Gene014,1126.5,1334.3,1,1,49.0
Gene049,1141.3,1310.0,1,1,148.0
Gene049,1117.8,1311.4,1,1,49.0
Gene042,1098.7,1327.5,1,1,49.0
Gene057,1150.5,1327.1,1,1,49.0
Gene014,1105.9,1324.9,1,1,49.0
Gene017,1118.4,1328.2,1,1,49.0
Gene022,1106.2,1300.1,1,1,49.0
Gene007,1103.7,1321.5,1,1,49.0
Gene015,1088.0,1284.9,1,1,49.0
Gene010,1108.1,1317.5,1,1,49.0
Gene000,1122.9,1309.3,1,1,25.0
Gene013,1103.7,1325.4,1,1,49.0
Gene052,1115.8,1292.1,1,1,49.0
Gene012,1116.2,1303.0,1,1,49.0
Gene004,1097.8,1315.5,1,1,49.0
Gene014,1127.1,1290.5,1,1,49.0
Gene045,1110.9,1318.0,1,1,49.0
Gene015,1138.7,1300.9,1,1,49.0
Gene018,1119.5,1310.4,1,1,49.0
Gene021,1138.3,1329.3,1,1,49.0
Gene014,1128.5,1307.7,1,1,49.0
Gene051,1140.6,1318.3,1,1,49.0
Gene041,1103.5,1292.4,1,1,49.0
Gene038,1117.7,1307.4,1,1,49.0
Gene017,1125.8,1324.4,1,1,49.0
Gene015,1127.9,1337.6,1,1,49.0
Gene024,1105.9,1307.8,1,1,49.0
Gene043,1097.2,1300.3,1,1,49.0
Gene021,1106.5,1293.0,1,1,49.0
Gene047,1138.7,1301.5,1,1,49.0
Gene019,1121.4,1308.0,1,1,49.0
Gene013,1101.6,1331.2,1,1,49.0
Gene031,1112.0,1319.0,1,1,49.0
Gene021,1124.1,1309.2,1,1,49.0
Gene014,1129.1,1304.5,1,1,49.0
Gene021,1121.4,1307.4,1,1,49.0
Gene039,1124.0,1308.4,1,1,169.0
Gene048,1118.8,1311.9,1,1,49.0
Gene052,1128.8,1303.8,1,1,49.0
Gene018,1123.2,1305.1,1,1,49.0
Gene020,1112.3,1314.5,1,1,49.0
Gene017,1104.0,1323.0,1,1,49.0
Gene007,1093.0,1323.8,1,1,49.0
Gene006,1125.2,1352.1,1,1,49.0
Gene047,1108.7,1303.4,1,1,49.0
Gene010,1121.5,1315.7,1,1,49.0
Gene015,1118.7,1305.7,1,1,49.0
Gene030,1125.6,1330.2,1,1,49.0
Gene050,1126.4,1315.7,1,1,49.0
Gene005,1116.4,1332.5,1,1,49.0
Gene050,1146.5,1333.0,1,1,49.0
Gene023,1118.1,1326.5,1,1,49.0
Gene012,1113.9,1336.2,1,1,49.0
Gene024,1103.8,1295.7,1,1,49.0
Gene025,1141.3,1313.7,1,1,49.0
Gene015,1143.7,1317.2,1,1,49.0
Gene017,1097.7,1322.5,1,1,49.0
Gene017,1115.4,1325.0,1,1,49.0
Gene019,1111.5,1314.8,1,1,49.0
Gene016,1113.7,1299.6,1,1,49.0
Gene018,1130.4,1317.8,1,1,49.0
Gene016,1134.2,1313.0,1,1,49.0
Gene011,1129.7,1329.4,1,1,202.0
Gene013,1108.1,1312.4,1,1,49.0
Gene019,1135.6,1288.6,1,1,146.0
Gene013,1120.8,1308.2,1,1,49.0
Gene037,1108.6,1328.4,1,1,49.0
Gene012,1131.0,1326.3,1,1,49.0
Gene051,1129.6,1295.6,1,1,49.0
Gene011,1121.5,1297.7,1,1,49.0
Gene012,1128.7,1325.3,1,1,49.0
Gene016,1121.0,1326.9,1,1,49.0
Gene018,1088.3,1323.8,1,1,49.0
Gene028,1132.3,1262.5,1,1,49.0
Gene018,1120.8,1325.9,1,1,49.0
Gene015,1125.9,1306.6,1,1,49.0
Gene032,1107.0,1319.7,1,1,49.0
Gene012,1111.6,1287.7,1,1,49.0
Gene040,1114.6,1324.0,1,1,49.0
Gene011,1128.4,1315.0,1,1,49.0
Gene011,1118.9,1304.3,1,1,49.0
Gene014,1124.9,1325.7,1,1,49.0
Gene015,1113.6,1323.2,1,1,49.0
Gene017,1113.3,1300.6,1,1,49.0
Gene016,1128.4,1324.7,1,1,49.0
Gene041,1102.0,1318.2,1,1,49.0
Gene015,1104.4,1321.2,1,1,49.0
Gene032,1116.5,1286.4,1,1,49.0
Gene020,1115.3,1289.2,1,1,49.0
Gene014,1103.9,1312.3,1,1,49.0
Gene013,1105.4,1290.9,1,1,49.0
Gene047,1101.4,1317.9,1,1,49.0
Gene023,1127.5,1298.4,1,1,49.0
Gene014,1119.6,1314.4,1,1,49.0
Gene019,1099.1,1301.3,1,1,49.0
Gene013,1097.4,1326.6,1,1,49.0
Gene027,1076.3,1309.2,1,1,49.0
Gene019,1109.8,1300.9,1,1,49.0
Gene011,1108.7,1309.5,1,1,49.0
Gene011,1127.6,1323.4,1,1,49.0
Gene010,1112.6,1325.6,1,1,49.0
Gene041,1096.8,1334.4,1,1,49.0
Gene046,1121.9,1303.2,1,1,49.0
Gene045,1091.7,1324.4,1,1,49.0
Gene011,1108.8,1346.8,1,1,49.0
Gene021,1131.8,1296.2,1,1,49.0
Gene049,1115.2,1305.5,1,1,49.0
Gene046,1122.7,1310.4,1,1,49.0
Gene019,1112.2,1316.2,1,1,49.0
Gene015,1141.5,1316.4,1,1,49.0
Gene043,1134.6,1309.2,1,1,49.0
Gene057,1119.0,1305.5,1,1,49.0
Gene001,1114.7,1307.5,1,1,49.0
Gene015,1117.5,1288.8,1,1,49.0
Gene018,1117.9,1329.3,1,1,49.0
Gene008,1100.3,1310.5,1,1,49.0
Gene030,1122.4,1314.1,1,1,49.0
